TXNAME	GENEID
lcl|BK006943.2_mrna_3363	YJR045C
lcl|BK006943.2_mrna_3364	YJR046W
lcl|BK006943.2_trna_3365	tS(AGA)J
lcl|BK006943.2_mrna_3366	YJR047C
lcl|BK006943.2_mrna_3367	YJR048W
lcl|BK006943.2_mrna_3368	YJR049C
lcl|BK006943.2_mrna_3369	YJR050W
lcl|BK006943.2_mrna_3370	YJR051W
lcl|BK006943.2_trna_3371	tG(GCC)J2
lcl|BK006943.2_mrna_3372	YJR052W
lcl|BK006943.2_mrna_3373	YJR053W
lcl|BK006943.2_mrna_3374	YJR054W
lcl|BK006943.2_trna_3375	tR(CCU)J
lcl|BK006943.2_mrna_3376	YJR055W
lcl|BK006943.2_trna_3377	tD(GUC)J4
lcl|BK006943.2_mrna_3378	YJR056C
lcl|BK006943.2_trna_3379	tY(GUA)J2
lcl|BK006943.2_mrna_3380	YJR057W
lcl|BK006943.2_mrna_3381	YJR058C
lcl|BK006943.2_mrna_3382	YJR059W
lcl|BK006943.2_mrna_3383	YJR060W
lcl|BK006943.2_mrna_3384	YJR061W
lcl|BK006943.2_mrna_3385	YJR062C
lcl|BK006943.2_mrna_3386	YJR063W
lcl|BK006943.2_mrna_3387	YJR064W
lcl|BK006943.2_mrna_3388	YJR065C
lcl|BK006943.2_mrna_3389	YJR066W
lcl|BK006943.2_mrna_3390	YJR067C
lcl|BK006943.2_mrna_3391	YJR068W
lcl|BK006943.2_mrna_3392	YJR069C
lcl|BK006943.2_mrna_3393	YJR070C
lcl|BK006943.2_mrna_3394	YJR072C
lcl|BK006943.2_mrna_3395	YJR073C
lcl|BK006943.2_mrna_3396	YJR074W
lcl|BK006943.2_mrna_3397	YJR075W
lcl|BK006943.2_mrna_3398	YJR076C
lcl|BK006943.2_mrna_3399	YJR077C
lcl|BK006943.2_mrna_3400	YJR078W
lcl|BK006943.2_mrna_3401	YJR079W
lcl|BK006943.2_mrna_3402	YJR080C
lcl|BK006943.2_mrna_3403	YJR082C
lcl|BK006943.2_mrna_3404	YJR083C
lcl|BK006943.2_mrna_3405	YJR084W
lcl|BK006943.2_mrna_3406	YJR085C
lcl|BK006943.2_mrna_3407	YJR086W
lcl|BK006943.2_mrna_3408	YJR088C
lcl|BK006943.2_mrna_3409	YJR089W
lcl|BK006943.2_mrna_3410	YJR090C
lcl|BK006943.2_mrna_3411	YJR091C
lcl|BK006943.2_mrna_3412	YJR092W
lcl|BK006943.2_mrna_3413	YJR093C
lcl|BK006943.2_mrna_3414	YJR094C
lcl|BK006943.2_ncrna_3415	IRT1
lcl|BK006943.2_mrna_3416	YJR094W-A
lcl|BK006943.2_mrna_3417	YJR095W
lcl|BK006943.2_mrna_3418	YJR096W
lcl|BK006943.2_mrna_3419	YJR097W
lcl|BK006943.2_mrna_3420	YJR098C
lcl|BK006943.2_mrna_3421	YJR099W
lcl|BK006943.2_mrna_3422	YJR100C
lcl|BK006943.2_trna_3423	tL(UAG)J
lcl|BK006943.2_mrna_3424	YJR101W
lcl|BK006943.2_mrna_3425	YJR102C
lcl|BK006943.2_mrna_3426	YJR103W
lcl|BK006943.2_mrna_3427	YJR104C
lcl|BK006943.2_mrna_3428	YJR105W
lcl|BK006943.2_mrna_3429	YJR106W
lcl|BK006943.2_mrna_3430	YJR107W
lcl|BK006943.2_mrna_3431	YJR108W
lcl|BK006943.2_mrna_3432	YJR109C
lcl|BK006943.2_mrna_3433	YJR110W
lcl|BK006943.2_mrna_3434	YJR111C
lcl|BK006943.2_mrna_3435	YJR112W
lcl|BK006943.2_mrna_3436	YJR112W-A
lcl|BK006943.2_mrna_3437	YJR113C
lcl|BK006943.2_mrna_3438	YJR115W
lcl|BK006943.2_mrna_3439	YJR116W
lcl|BK006943.2_mrna_3440	YJR117W
lcl|BK006943.2_mrna_3441	YJR118C
lcl|BK006943.2_mrna_3442	YJR119C
lcl|BK006943.2_mrna_3443	YJR120W
lcl|BK006943.2_mrna_3444	YJR121W
lcl|BK006943.2_mrna_3445	YJR122W
lcl|BK006943.2_mrna_3446	YJR123W
lcl|BK006943.2_mrna_3447	YJR124C
lcl|BK006943.2_mrna_3448	YJR125C
lcl|BK006943.2_mrna_3449	YJR126C
lcl|BK006943.2_mrna_3450	YJR127C
lcl|BK006943.2_mrna_3451	YJR128W
lcl|BK006943.2_ncrna_3452	snR3
lcl|BK006943.2_mrna_3453	YJR129C
lcl|BK006943.2_mrna_3454	YJR130C
lcl|BK006943.2_mrna_3455	YJR131W
lcl|BK006943.2_mrna_3456	YJR132W
lcl|BK006943.2_mrna_3457	YJR133W
lcl|BK006943.2_mrna_3458	YJR134C
lcl|BK006943.2_mrna_3459	YJR135C
lcl|BK006943.2_mrna_3460	YJR135W-A
lcl|BK006943.2_mrna_3461	YJR136C
lcl|BK006943.2_mrna_3462	YJR137C
lcl|BK006943.2_mrna_3463	YJR138W
lcl|BK006943.2_mrna_3464	YJR139C
lcl|BK006943.2_mrna_3465	YJR140C
lcl|BK006943.2_mrna_3466	YJR141W
lcl|BK006943.2_mrna_3467	YJR142W
lcl|BK006943.2_mrna_3468	YJR143C
lcl|BK006943.2_mrna_3469	YJR144W
lcl|BK006943.2_mrna_3470	YJR145C
lcl|BK006943.2_mrna_3471	YJR146W
lcl|BK006943.2_mrna_3472	YJR147W
lcl|BK006943.2_mrna_3473	YJR148W
lcl|BK006943.2_mrna_3474	YJR149W
lcl|BK006943.2_mrna_3475	YJR150C
lcl|BK006943.2_mrna_3476	YJR151C
lcl|BK006943.2_mrna_3477	YJR151W-A
lcl|BK006943.2_mrna_3478	YJR152W
lcl|BK006943.2_mrna_3479	YJR153W
lcl|BK006943.2_mrna_3480	YJR154W
lcl|BK006943.2_mrna_3481	YJR155W
lcl|BK006943.2_mrna_3482	YJR156C
lcl|BK006943.2_mrna_3483	YJR158W
lcl|BK006943.2_mrna_3484	YJR159W
lcl|BK006943.2_mrna_3485	YJR160C
lcl|BK006943.2_mrna_3486	YJR161C
lcl|BK006944.2_mrna_3487	YKL224C
lcl|BK006944.2_mrna_3488	YKL222C
lcl|BK006944.2_mrna_3489	YKL221W
lcl|BK006944.2_mrna_3490	YKL220C
lcl|BK006944.2_mrna_3491	YKL219W
lcl|BK006944.2_mrna_3492	YKL218C
lcl|BK006944.2_mrna_3493	YKL217W
lcl|BK006944.2_mrna_3494	YKL216W
lcl|BK006944.2_mrna_3495	YKL215C
lcl|BK006944.2_mrna_3496	YKL214C
lcl|BK006944.2_mrna_3497	YKL213C
lcl|BK006944.2_mrna_3498	YKL212W
lcl|BK006944.2_mrna_3499	YKL211C
lcl|BK006944.2_ncrna_3500	snR64
lcl|BK006944.2_mrna_3501	YKL210W
lcl|BK006944.2_mrna_3502	YKL209C
lcl|BK006944.2_trna_3503	tT(CGU)K
lcl|BK006944.2_mrna_3504	YKL208W
lcl|BK006944.2_mrna_3505	YKL207W
lcl|BK006944.2_mrna_3506	YKL206C
lcl|BK006944.2_mrna_3507	YKL205W
lcl|BK006944.2_mrna_3508	YKL204W
lcl|BK006944.2_mrna_3509	YKL203C
lcl|BK006944.2_mrna_3510	YKL201C
lcl|BK006944.2_mrna_3511	YKL198C
lcl|BK006944.2_mrna_3512	YKL197C
lcl|BK006944.2_trna_3513	tN(GUU)K
lcl|BK006944.2_mrna_3514	YKL196C
lcl|BK006944.2_mrna_3515	YKL195W
lcl|BK006944.2_mrna_3516	YKL194C
lcl|BK006944.2_mrna_3517	YKL193C
lcl|BK006944.2_mrna_3518	YKL192C
lcl|BK006944.2_mrna_3519	YKL191W
lcl|BK006944.2_mrna_3520	YKL190W
lcl|BK006944.2_trna_3521	tL(UAA)K
lcl|BK006944.2_mrna_3522	YKL189W
lcl|BK006944.2_mrna_3523	YKL188C
lcl|BK006944.2_mrna_3524	YKL187C
lcl|BK006944.2_mrna_3525	YKL186C
lcl|BK006944.2_mrna_3526	YKL185W
lcl|BK006944.2_mrna_3527	YKL184W
lcl|BK006944.2_mrna_3528	YKL183C-A
lcl|BK006944.2_mrna_3529	YKL183W
lcl|BK006944.2_mrna_3530	YKL182W
lcl|BK006944.2_mrna_3531	YKL181W
lcl|BK006944.2_mrna_3532	YKL180W
lcl|BK006944.2_mrna_3533	YKL179C
lcl|BK006944.2_mrna_3534	YKL178C
lcl|BK006944.2_mrna_3535	YKL176C
lcl|BK006944.2_mrna_3536	YKL175W
lcl|BK006944.2_mrna_3537	YKL174C
lcl|BK006944.2_mrna_3538	YKL173W
lcl|BK006944.2_mrna_3539	YKL172W
lcl|BK006944.2_mrna_3540	YKL171W
lcl|BK006944.2_mrna_3541	YKL170W
lcl|BK006944.2_mrna_3542	YKL168C
lcl|BK006944.2_mrna_3543	YKL167C
lcl|BK006944.2_mrna_3544	YKL166C
lcl|BK006944.2_mrna_3545	YKL165C
lcl|BK006944.2_trna_3546	tE(UUC)K
lcl|BK006944.2_mrna_3547	YKL164C
lcl|BK006944.2_mrna_3548	YKL163W
lcl|BK006944.2_mrna_3549	YKL162C
lcl|BK006944.2_mrna_3550	YKL161C
lcl|BK006944.2_mrna_3551	YKL160W
lcl|BK006944.2_mrna_3552	YKL159C
lcl|BK006944.2_mrna_3553	YKL157W
lcl|BK006944.2_mrna_3554	YKL156W
lcl|BK006944.2_mrna_3555	YKL155C
lcl|BK006944.2_mrna_3556	YKL154W
lcl|BK006944.2_trna_3557	tR(UCU)K
lcl|BK006944.2_mrna_3558	YKL152C
lcl|BK006944.2_mrna_3559	YKL151C
lcl|BK006944.2_mrna_3560	YKL150W
lcl|BK006944.2_mrna_3561	YKL149C
lcl|BK006944.2_mrna_3562	YKL148C
lcl|BK006944.2_mrna_3563	YKL146W
lcl|BK006944.2_mrna_3564	YKL145W
lcl|BK006944.2_mrna_3565	YKL144C
lcl|BK006944.2_mrna_3566	YKL143W
lcl|BK006944.2_mrna_3567	YKL142W
lcl|BK006944.2_mrna_3568	YKL141W
lcl|BK006944.2_mrna_3569	YKL140W
lcl|BK006944.2_mrna_3570	YKL139W
lcl|BK006944.2_mrna_3571	YKL138C-A
lcl|BK006944.2_mrna_3572	YKL138C
lcl|BK006944.2_mrna_3573	YKL137W
lcl|BK006944.2_mrna_3574	YKL135C
lcl|BK006944.2_mrna_3575	YKL134C
lcl|BK006944.2_mrna_3576	YKL133C
lcl|BK006944.2_mrna_3577	YKL132C
lcl|BK006944.2_mrna_3578	YKL130C
lcl|BK006944.2_mrna_3579	YKL129C
lcl|BK006944.2_mrna_3580	YKL128C
lcl|BK006944.2_trna_3581	tK(CUU)K
lcl|BK006944.2_mrna_3582	YKL127W
lcl|BK006944.2_mrna_3583	YKL126W
lcl|BK006944.2_mrna_3584	YKL125W
lcl|BK006944.2_mrna_3585	YKL124W
lcl|BK006944.2_mrna_3586	YKL122C
lcl|BK006944.2_mrna_3587	YKL121W
lcl|BK006944.2_mrna_3588	YKL120W
lcl|BK006944.2_mrna_3589	YKL119C
lcl|BK006944.2_trna_3590	tA(AGC)K1
lcl|BK006944.2_mrna_3591	YKL117W
lcl|BK006944.2_mrna_3592	YKL116C
lcl|BK006944.2_mrna_3593	YKL114C
lcl|BK006944.2_mrna_3594	YKL113C
lcl|BK006944.2_mrna_3595	YKL112W
lcl|BK006944.2_mrna_3596	YKL110C
lcl|BK006944.2_mrna_3597	YKL109W
lcl|BK006944.2_mrna_3598	YKL108W
lcl|BK006944.2_mrna_3599	YKL107W
lcl|BK006944.2_mrna_3600	YKL106C-A
lcl|BK006944.2_mrna_3601	YKL106W
lcl|BK006944.2_mrna_3602	YKL105C
lcl|BK006944.2_mrna_3603	YKL104C
lcl|BK006944.2_mrna_3604	YKL103C
lcl|BK006944.2_mrna_3605	YKL102C
lcl|BK006944.2_mrna_3606	YKL101W
lcl|BK006944.2_mrna_3607	YKL100C
lcl|BK006944.2_mrna_3608	YKL099C
lcl|BK006944.2_mrna_3609	YKL098W
lcl|BK006944.2_mrna_3610	YKL097C
lcl|BK006944.2_mrna_3611	YKL096C-B
lcl|BK006944.2_mrna_3612	YKL096W-A
lcl|BK006944.2_mrna_3613	YKL096W
lcl|BK006944.2_mrna_3614	YKL095W
lcl|BK006944.2_mrna_3615	YKL094W
lcl|BK006944.2_mrna_3616	YKL093W
lcl|BK006944.2_mrna_3617	YKL092C
lcl|BK006944.2_mrna_3618	YKL091C
lcl|BK006944.2_mrna_3619	YKL090W
lcl|BK006944.2_mrna_3620	YKL089W
lcl|BK006944.2_mrna_3621	YKL088W
lcl|BK006944.2_mrna_3622	YKL087C
lcl|BK006944.2_mrna_3623	YKL086W
lcl|BK006944.2_mrna_3624	YKL085W
lcl|BK006944.2_mrna_3625	YKL084W
lcl|BK006944.2_mrna_3626	YKL082C
lcl|BK006944.2_mrna_3627	YKL081W
lcl|BK006944.2_ncrna_3628	snR38
lcl|BK006944.2_mrna_3629	YKL080W
lcl|BK006944.2_mrna_3630	YKL079W
lcl|BK006944.2_mrna_3631	YKL078W
lcl|BK006944.2_mrna_3632	YKL077W
lcl|BK006944.2_mrna_3633	YKL075C
lcl|BK006944.2_mrna_3634	YKL074C
lcl|BK006944.2_mrna_3635	YKL073W
lcl|BK006944.2_mrna_3636	YKL072W
lcl|BK006944.2_trna_3637	tW(CCA)K
lcl|BK006944.2_mrna_3638	YKL071W
lcl|BK006944.2_mrna_3639	YKL070W
lcl|BK006944.2_mrna_3640	YKL069W
lcl|BK006944.2_trna_3641	tV(AAC)K1
lcl|BK006944.2_mrna_3642	YKL068W-A
lcl|BK006944.2_mrna_3643	YKL068W
lcl|BK006944.2_trna_3644	tH(GUG)K
lcl|BK006944.2_mrna_3645	YKL067W
lcl|BK006944.2_mrna_3646	YKL065W-A
lcl|BK006944.2_mrna_3647	YKL065C
lcl|BK006944.2_mrna_3648	YKL064W
lcl|BK006944.2_mrna_3649	YKL063C
lcl|BK006944.2_mrna_3650	YKL062W
lcl|BK006944.2_mrna_3651	YKL061W
lcl|BK006944.2_mrna_3652	YKL060C
lcl|BK006944.2_mrna_3653	YKL059C
lcl|BK006944.2_mrna_3654	YKL058W
lcl|BK006944.2_mrna_3655	YKL057C
lcl|BK006944.2_mrna_3656	YKL056C
lcl|BK006944.2_mrna_3657	YKL055C
lcl|BK006944.2_mrna_3658	YKL054C
lcl|BK006944.2_mrna_3659	YKL053C-A
lcl|BK006944.2_mrna_3660	YKL052C
lcl|BK006944.2_mrna_3661	YKL051W
lcl|BK006944.2_mrna_3662	YKL050C
lcl|BK006944.2_mrna_3663	YKL049C
lcl|BK006944.2_mrna_3664	YKL048C
lcl|BK006944.2_mrna_3665	YKL047W
lcl|BK006944.2_mrna_3666	YKL046C
lcl|BK006944.2_mrna_3667	YKL045W
lcl|BK006944.2_mrna_3668	YKL044W
lcl|BK006944.2_mrna_3669	YKL043W
lcl|BK006944.2_mrna_3670	YKL042W
lcl|BK006944.2_mrna_3671	YKL041W
lcl|BK006944.2_mrna_3672	YKL040C
lcl|BK006944.2_mrna_3673	YKL039W
lcl|BK006944.2_ncrna_3674	snR69
lcl|BK006944.2_mrna_3675	YKL038W
lcl|BK006944.2_mrna_3676	YKL037W
lcl|BK006944.2_mrna_3677	YKL035W
lcl|BK006944.2_mrna_3678	YKL034W
lcl|BK006944.2_mrna_3679	YKL033W-A
lcl|BK006944.2_mrna_3680	YKL033W
lcl|BK006944.2_trna_3681	tV(AAC)K2
lcl|BK006944.2_mrna_3682	YKL032C
lcl|BK006944.2_mrna_3683	YKL029C
lcl|BK006944.2_mrna_3684	YKL028W
lcl|BK006944.2_mrna_3685	YKL027W
lcl|BK006944.2_mrna_3686	YKL026C
lcl|BK006944.2_mrna_3687	YKL025C
lcl|BK006944.2_mrna_3688	YKL024C
lcl|BK006944.2_mrna_3689	YKL023C-A
lcl|BK006944.2_mrna_3690	YKL023W
lcl|BK006944.2_mrna_3691	YKL022C
lcl|BK006944.2_mrna_3692	YKL021C
lcl|BK006944.2_mrna_3693	YKL020C
lcl|BK006944.2_mrna_3694	YKL019W
lcl|BK006944.2_mrna_3695	YKL018C-A
lcl|BK006944.2_mrna_3696	YKL018W
lcl|BK006944.2_mrna_3697	YKL017C
lcl|BK006944.2_mrna_3698	YKL016C
lcl|BK006944.2_mrna_3699	YKL015W
lcl|BK006944.2_mrna_3700	YKL014C
lcl|BK006944.2_mrna_3701	YKL013C
lcl|BK006944.2_mrna_3702	YKL012W
lcl|BK006944.2_mrna_3703	YKL011C
lcl|BK006944.2_mrna_3704	YKL010C
lcl|BK006944.2_mrna_3705	YKL009W
lcl|BK006944.2_mrna_3706	YKL008C
lcl|BK006944.2_mrna_3707	YKL007W
lcl|BK006944.2_mrna_3708	YKL006C-A
lcl|BK006944.2_ncrna_3709	snR87
lcl|BK006944.2_mrna_3710	YKL006W
lcl|BK006944.2_mrna_3711	YKL005C
lcl|BK006944.2_mrna_3712	YKL004W
lcl|BK006944.2_mrna_3713	YKL003C
lcl|BK006944.2_mrna_3714	YKL002W
lcl|BK006944.2_mrna_3715	YKL001C
lcl|BK006944.2_mrna_3716	YKR001C
lcl|BK006944.2_mrna_3717	YKR002W
lcl|BK006944.2_mrna_3718	YKR003W
lcl|BK006944.2_mrna_3719	YKR004C
lcl|BK006944.2_mrna_3720	YKR005C
lcl|BK006944.2_mrna_3721	YKR006C
lcl|BK006944.2_mrna_3722	YKR007W
lcl|BK006944.2_mrna_3723	YKR008W
lcl|BK006944.2_mrna_3724	YKR009C
lcl|BK006944.2_trna_3725	tL(CAA)K
lcl|BK006944.2_mrna_3726	YKR010C
lcl|BK006944.2_mrna_3727	YKR011C
lcl|BK006944.2_mrna_3728	YKR013W
lcl|BK006944.2_mrna_3729	YKR014C
lcl|BK006944.2_mrna_3730	YKR015C
lcl|BK006944.2_mrna_3731	YKR016W
lcl|BK006944.2_mrna_3732	YKR017C
lcl|BK006944.2_mrna_3733	YKR018C
lcl|BK006944.2_mrna_3734	YKR019C
lcl|BK006944.2_mrna_3735	YKR020W
lcl|BK006944.2_mrna_3736	YKR021W
lcl|BK006944.2_mrna_3737	YKR022C
lcl|BK006944.2_mrna_3738	YKR023W
lcl|BK006944.2_mrna_3739	YKR024C
lcl|BK006944.2_mrna_3740	YKR025W
lcl|BK006944.2_mrna_3741	YKR026C
lcl|BK006944.2_trna_3742	tR(ACG)K
lcl|BK006944.2_mrna_3743	YKR027W
lcl|BK006944.2_mrna_3744	YKR028W
lcl|BK006944.2_mrna_3745	YKR029C
lcl|BK006944.2_mrna_3746	YKR030W
lcl|BK006944.2_mrna_3747	YKR031C
lcl|BK006944.2_mrna_3748	YKR032W
lcl|BK006944.2_mrna_3749	YKR034W
lcl|BK006944.2_mrna_3750	YKR035W-A
lcl|BK006944.2_mrna_3751	YKR036C
lcl|BK006944.2_mrna_3752	YKR037C
lcl|BK006944.2_mrna_3753	YKR038C
lcl|BK006944.2_trna_3754	tD(GUC)K
lcl|BK006944.2_mrna_3755	YKR039W
lcl|BK006944.2_trna_3756	tA(AGC)K2
lcl|BK006944.2_mrna_3757	YKR041W
lcl|BK006944.2_mrna_3758	YKR042W
lcl|BK006944.2_mrna_3759	YKR043C
lcl|BK006944.2_mrna_3760	YKR044W
lcl|BK006944.2_mrna_3761	YKR045C
lcl|BK006944.2_mrna_3762	YKR046C
lcl|BK006944.2_mrna_3763	YKR048C
lcl|BK006944.2_mrna_3764	YKR049C
lcl|BK006944.2_mrna_3765	YKR050W
lcl|BK006944.2_mrna_3766	YKR051W
lcl|BK006944.2_mrna_3767	YKR052C
lcl|BK006944.2_mrna_3768	YKR053C
lcl|BK006944.2_mrna_3769	YKR054C
lcl|BK006944.2_mrna_3770	YKR055W
lcl|BK006944.2_mrna_3771	YKR056W
lcl|BK006944.2_mrna_3772	YKR057W
lcl|BK006944.2_mrna_3773	YKR058W
lcl|BK006944.2_mrna_3774	YKR059W
lcl|BK006944.2_mrna_3775	YKR060W
lcl|BK006944.2_mrna_3776	YKR061W
lcl|BK006944.2_ncrna_3777	snR42
lcl|BK006944.2_mrna_3778	YKR062W
lcl|BK006944.2_mrna_3779	YKR063C
lcl|BK006944.2_mrna_3780	YKR064W
lcl|BK006944.2_mrna_3781	YKR065C
lcl|BK006944.2_mrna_3782	YKR066C
lcl|BK006944.2_mrna_3783	YKR067W
lcl|BK006944.2_mrna_3784	YKR068C
lcl|BK006944.2_mrna_3785	YKR069W
lcl|BK006944.2_mrna_3786	YKR070W
lcl|BK006944.2_mrna_3787	YKR071C
lcl|BK006944.2_mrna_3788	YKR072C
lcl|BK006944.2_mrna_3789	YKR073C
lcl|BK006944.2_trna_3790	tK(UUU)K
lcl|BK006944.2_mrna_3791	YKR074W
lcl|BK006944.2_mrna_3792	YKR075C
lcl|BK006944.2_mrna_3793	YKR076W
lcl|BK006944.2_mrna_3794	YKR077W
lcl|BK006944.2_mrna_3795	YKR078W
lcl|BK006944.2_mrna_3796	YKR079C
lcl|BK006944.2_mrna_3797	YKR080W
lcl|BK006944.2_mrna_3798	YKR081C
lcl|BK006944.2_mrna_3799	YKR082W
lcl|BK006944.2_mrna_3800	YKR083C
lcl|BK006944.2_mrna_3801	YKR084C
lcl|BK006944.2_mrna_3802	YKR085C
lcl|BK006944.2_mrna_3803	YKR086W
lcl|BK006944.2_mrna_3804	YKR087C
lcl|BK006944.2_mrna_3805	YKR088C
lcl|BK006944.2_mrna_3806	YKR089C
lcl|BK006944.2_mrna_3807	YKR090W
lcl|BK006944.2_mrna_3808	YKR091W
lcl|BK006944.2_mrna_3809	YKR092C
lcl|BK006944.2_mrna_3810	YKR093W
lcl|BK006944.2_mrna_3811	YKR094C
lcl|BK006944.2_mrna_3812	YKR095W
lcl|BK006944.2_mrna_3813	YKR095W-A
lcl|BK006944.2_mrna_3814	YKR096W
lcl|BK006944.2_mrna_3815	YKR097W
lcl|BK006944.2_mrna_3816	YKR098C
lcl|BK006944.2_mrna_3817	YKR099W
lcl|BK006944.2_mrna_3818	YKR100C
lcl|BK006944.2_mrna_3819	YKR101W
lcl|BK006944.2_mrna_3820	YKR102W
lcl|BK006944.2_mrna_3821	YKR103W
lcl|BK006944.2_mrna_3822	YKR104W
lcl|BK006944.2_mrna_3823	YKR105C
lcl|BK006944.2_mrna_3824	YKR106W
lcl|BK006945.2_mrna_3825	YLL067C
lcl|BK006945.2_mrna_3826	YLL066W-B
lcl|BK006945.2_mrna_3827	YLL066C
lcl|BK006945.2_mrna_3828	YLL064C
lcl|BK006945.2_mrna_3829	YLL063C
lcl|BK006945.2_mrna_3830	YLL062C
lcl|BK006945.2_mrna_3831	YLL061W
lcl|BK006945.2_mrna_3832	YLL060C
lcl|BK006945.2_mrna_3833	YLL058W
lcl|BK006945.2_mrna_3834	YLL057C
lcl|BK006945.2_mrna_3835	YLL056C
lcl|BK006945.2_mrna_3836	YLL055W
lcl|BK006945.2_mrna_3837	YLL054C
lcl|BK006945.2_mrna_3838	YLL053C
lcl|BK006945.2_mrna_3839	YLL052C
lcl|BK006945.2_mrna_3840	YLL051C
lcl|BK006945.2_mrna_3841	YLL050C
lcl|BK006945.2_mrna_3842	YLL049W
lcl|BK006945.2_mrna_3843	YLL048C
lcl|BK006945.2_mrna_3844	YLL046C
lcl|BK006945.2_mrna_3845	YLL045C
lcl|BK006945.2_mrna_3846	YLL043W
lcl|BK006945.2_mrna_3847	YLL042C
lcl|BK006945.2_mrna_3848	YLL041C
lcl|BK006945.2_mrna_3849	YLL040C
lcl|BK006945.2_mrna_3850	YLL039C
lcl|BK006945.2_mrna_3851	YLL038C
lcl|BK006945.2_mrna_3852	YLL036C
lcl|BK006945.2_mrna_3853	YLL035W
lcl|BK006945.2_mrna_3854	YLL034C
lcl|BK006945.2_mrna_3855	YLL033W
lcl|BK006945.2_mrna_3856	YLL032C
lcl|BK006945.2_mrna_3857	YLL031C
lcl|BK006945.2_mrna_3858	YLL030C
lcl|BK006945.2_mrna_3859	YLL029W
lcl|BK006945.2_mrna_3860	YLL028W
lcl|BK006945.2_mrna_3861	YLL027W
lcl|BK006945.2_mrna_3862	YLL026W
lcl|BK006945.2_trna_3863	tP(UGG)L
lcl|BK006945.2_mrna_3864	YLL025W
lcl|BK006945.2_mrna_3865	YLL024C
lcl|BK006945.2_mrna_3866	YLL023C
lcl|BK006945.2_mrna_3867	YLL022C
lcl|BK006945.2_mrna_3868	YLL021W
lcl|BK006945.2_mrna_3869	YLL019C
lcl|BK006945.2_mrna_3870	YLL018C-A
lcl|BK006945.2_mrna_3871	YLL018C
lcl|BK006945.2_mrna_3872	YLL017W
lcl|BK006945.2_mrna_3873	YLL016W
lcl|BK006945.2_mrna_3874	YLL015W
lcl|BK006945.2_mrna_3875	YLL014W
lcl|BK006945.2_mrna_3876	YLL013C
lcl|BK006945.2_mrna_3877	YLL012W
lcl|BK006945.2_mrna_3878	YLL011W
lcl|BK006945.2_mrna_3879	YLL010C
lcl|BK006945.2_mrna_3880	YLL009C
lcl|BK006945.2_mrna_3881	YLL008W
lcl|BK006945.2_mrna_3882	YLL007C
lcl|BK006945.2_mrna_3883	YLL006W-A
lcl|BK006945.2_mrna_3884	YLL006W
lcl|BK006945.2_mrna_3885	YLL005C
lcl|BK006945.2_mrna_3886	YLL004W
lcl|BK006945.2_mrna_3887	YLL003W
lcl|BK006945.2_mrna_3888	YLL002W
lcl|BK006945.2_mrna_3889	YLL001W
lcl|BK006945.2_mrna_3890	YLR001C
lcl|BK006945.2_mrna_3891	YLR002C
lcl|BK006945.2_mrna_3892	YLR003C
lcl|BK006945.2_mrna_3893	YLR004C
lcl|BK006945.2_mrna_3894	YLR005W
lcl|BK006945.2_mrna_3895	YLR006C
lcl|BK006945.2_mrna_3896	YLR007W
lcl|BK006945.2_mrna_3897	YLR008C
lcl|BK006945.2_mrna_3898	YLR009W
lcl|BK006945.2_mrna_3899	YLR010C
lcl|BK006945.2_trna_3900	tS(AGA)L
lcl|BK006945.2_mrna_3901	YLR011W
lcl|BK006945.2_mrna_3902	YLR012C
lcl|BK006945.2_mrna_3903	YLR013W
lcl|BK006945.2_mrna_3904	YLR014C
lcl|BK006945.2_mrna_3905	YLR015W
lcl|BK006945.2_mrna_3906	YLR016C
lcl|BK006945.2_mrna_3907	YLR017W
lcl|BK006945.2_mrna_3908	YLR018C
lcl|BK006945.2_mrna_3909	YLR019W
lcl|BK006945.2_mrna_3910	YLR020C
lcl|BK006945.2_mrna_3911	YLR021W
lcl|BK006945.2_mrna_3912	YLR022C
lcl|BK006945.2_mrna_3913	YLR023C
lcl|BK006945.2_mrna_3914	YLR024C
lcl|BK006945.2_mrna_3915	YLR025W
lcl|BK006945.2_mrna_3916	YLR026C
lcl|BK006945.2_mrna_3917	YLR027C
lcl|BK006945.2_ncrna_3918	snR30
lcl|BK006945.2_mrna_3919	YLR028C
lcl|BK006945.2_mrna_3920	YLR029C
lcl|BK006945.2_mrna_3921	YLR030W
lcl|BK006945.2_mrna_3922	YLR031W
lcl|BK006945.2_mrna_3923	YLR032W
lcl|BK006945.2_mrna_3924	YLR033W
lcl|BK006945.2_mrna_3925	YLR034C
lcl|BK006945.2_mrna_3926	YLR035C
lcl|BK006945.2_trna_3927	tA(UGC)L
lcl|BK006945.2_mrna_3928	YLR035C-A
lcl|BK006945.2_mrna_3929	YLR036C
lcl|BK006945.2_mrna_3930	YLR037C
lcl|BK006945.2_mrna_3931	YLR038C
lcl|BK006945.2_mrna_3932	YLR039C
lcl|BK006945.2_mrna_3933	YLR040C
lcl|BK006945.2_mrna_3934	YLR042C
lcl|BK006945.2_mrna_3935	YLR043C
lcl|BK006945.2_mrna_3936	YLR044C
lcl|BK006945.2_mrna_3937	YLR045C
lcl|BK006945.2_mrna_3938	YLR046C
lcl|BK006945.2_mrna_3939	YLR047C
lcl|BK006945.2_mrna_3940	YLR048W
